Source;Target;Weight
Tom M. Mitchell;Pat Langley;0.333300
S. Rao Kosaraju;Greg N. Frederickson;0.333300
S. Rao Kosaraju;Clifford Stein;0.333300
S. Rao Kosaraju;James K. Park;0.333300
S. Rao Kosaraju;Alok Aggarwal;1.733200
S. Rao Kosaraju;Mihai Pop;1.333300
S. Rao Kosaraju;J. Lawrence Carter;0.333300
S. Rao Kosaraju;Brenda S. Baker;1.000000
S. Rao Kosaraju;Alejandro A. Schäffer;0.666600
Hiroshi Imai;Kazuo Iwano;1.233200
Hiroshi Imai;Subhash Suri;0.333200
Hiroshi Imai;Alok Aggarwal;0.333200
Hiroshi Imai;Takao Asano;4.866600
Hiroshi Imai;Naoki Katoh;1.233000
Susan T. Dumais;Cristian Danescu-Niculescu-Mizil;0.666600
Susan T. Dumais;Jure Leskovec;0.333300
Susan T. Dumais;Ryen W. White;3.913800
Susan T. Dumais;Michael Gamon;0.666600
Susan T. Dumais;Ashish Kapoor;0.333300
Susan T. Dumais;Filip Radlinski;1.000000
Susan T. Dumais;Evgeniy Gabrilovich;0.333300
Susan T. Dumais;Eric Horvitz;4.499200
Amnon Lotem;Moni Naor;0.999900
Amnon Lotem;Ronald Fagin;0.999900
Paul Huppert;David Gibson;0.333300
Paul Huppert;Jude Buquid;0.333300
Jian Zhang 0004;Joan Feigenbaum;2.066600
Jian Zhang 0004;Andrew McGregor;0.400000
Jian Zhang 0004;Siddharth Suri;0.400000
Jian Zhang 0004;Sampath Kannan;0.733300
Harald Meier;Markus Kräutner;0.499900
Harald Meier;Andreas Krause;0.499900
Amin Saberi;Xiaotie Deng;0.833200
Amin Saberi;Mohammad Mahdian;3.233000
Amin Saberi;Jennifer T. Chayes;0.599800
Amin Saberi;Christos H. Papadimitriou;0.999800
Amin Saberi;Vijay V. Vazirani;1.099600
Amin Saberi;Shang-Hua Teng;0.333200
Amin Saberi;Nikhil R. Devanur;0.399800
Amin Saberi;Kamal Jain;0.933200
Amin Saberi;Milena Mihail;2.666300
Amin Saberi;Uriel Feige;0.666600
Amin Saberi;Mohit Singh;0.333300
Amin Saberi;Aranyak Mehta;0.333200
Amin Saberi;Umesh V. Vazirani;0.333200
Amin Saberi;Christian Borgs;0.599800
Thành Nguyen;Éva Tardos;3.000000
Noga Alon;Ilan Adler;0.333300
Noga Alon;Michal Feldman;1.332800
Noga Alon;Ronald L. Graham;0.666600
Noga Alon;Amotz Bar-Noy;0.499800
Noga Alon;Pankaj K. Agarwal;0.333200
Noga Alon;Shai Ben-David;0.333200
Noga Alon;Subhash Suri;0.999800
Noga Alon;Eyal Lubetzky;7.533300
Noga Alon;Zvi Galil;1.499800
Noga Alon;László Babai;0.666600
Noga Alon;Niv Buchbinder;0.400000
Noga Alon;Nathan Srebro;0.333300
Noga Alon;Miklós Ruszinkó;1.100000
Noga Alon;Ankur Moitra;0.666600
Noga Alon;Dan Suciu;0.400000
Noga Alon;Santosh Vempala;1.000000
Noga Alon;Eldar Fischer;2.333000
Noga Alon;Johan Håstad;0.499800
Noga Alon;Nimrod Megiddo;2.000000
Noga Alon;Baruch Awerbuch;0.733200
Noga Alon;Shai Vardi;0.333200
Noga Alon;Alon Itai;0.333300
Noga Alon;Asaf Shapira;17.666300
Noga Alon;Dana Ron;0.766400
Noga Alon;Benny Sudakov;11.932600
Noga Alon;Michael Krivelevich;9.398900
Noga Alon;Ravi Kannan;0.499800
Noga Alon;Rina Panigrahy;0.666600
Noga Alon;Fan R. K. Chung;2.666600
Noga Alon;Zoltán Füredi;4.166600
Noga Alon;Aravind Srinivasan;2.000000
Noga Alon;Joel Spencer;0.833200
Noga Alon;Joseph Naor;0.500000
Noga Alon;Nathan Linial;1.166400
Noga Alon;Yossi Azar;11.947200
Noga Alon;Pawel Pralat;1.333300
Noga Alon;Michal Parnas;0.333200
Noga Alon;Dominic Welsh;0.999900
Noga Alon;Daniel J. Kleitman;4.766500
Noga Alon;Amir Shpilka;0.666600
Noga Alon;Moshe Tennenholtz;2.099300
Noga Alon;Nicholas C. Wormald;0.666600
Noga Alon;Yiftach Ravid;0.333300
Noga Alon;Ziv Bar-Joseph;0.466500
Noga Alon;Haim Kaplan;0.400000
Noga Alon;Larry J. Stockmeyer;0.333200
Noga Alon;Ning Xie;0.399800
Noga Alon;David Peleg;0.666400
Noga Alon;Alan M. Frieze;0.999900
Noga Alon;Yishay Mansour;1.666600
Noga Alon;Micha Sharir;0.633200
Noga Alon;Moses Charikar;0.333300
Noga Alon;Ronitt Rubinfeld;0.399800
Noga Alon;Eric Blais;1.000000
Noga Alon;Nabil Kahale;1.000000
Noga Alon;Phillip B. Gibbons;0.333200
Noga Alon;Michael Luby;1.333300
Noga Alon;Marek Karpinski;0.499800
Noga Alon;Colin McDiarmid;0.666600
Noga Alon;Victor Vianu;0.400000
Noga Alon;Sridhar Rajagopalan;0.666600
Noga Alon;Oded Goldreich;1.166400
Noga Alon;Dhruv Mubayi;0.499900
Noga Alon;Bruce A. Reed;0.666600
Noga Alon;Béla Bollobás;3.599800
Noga Alon;Moni Naor;3.380800
Noga Alon;Uriel Feige;1.166600
Noga Alon;Madhu Sudan;0.333200
Noga Alon;Shmuel Safra;0.333300
Noga Alon;Wenceslas Fernandez de la Vega;0.499800
Mark R. Tuttle;Sergio Rajsbaum;1.333200
Mark R. Tuttle;Baruch Awerbuch;0.699800
Mark R. Tuttle;Yoram Moses;2.666600
Mark R. Tuttle;Nancy A. Lynch;1.333200
Mark R. Tuttle;Joseph Y. Halpern;2.333300
Mark R. Tuttle;Maurice Herlihy;3.333000
Mark R. Tuttle;David Peleg;0.499800
Mark R. Tuttle;Soma Chaudhuri;1.666500
Katia P. Sycara;Prasad Chalasani;0.833000
Katia P. Sycara;Anton Chechetka;4.000000
Katia P. Sycara;Christos Faloutsos;0.333200
Katia P. Sycara;Leejay Wu;0.333200
Katia P. Sycara;Terry R. Payne;3.599400
Nick Koudas;Ibrahim Kamel;0.333300
Nick Koudas;Sudipto Guha;3.966200
Nick Koudas;S. Muthukrishnan;2.061300
Nick Koudas;Yufei Tao;0.666600
Nick Koudas;Vassilis J. Tsotras;0.404600
Nick Koudas;Dimitrios Gunopulos;3.037600
Nick Koudas;Mohamed A. Soliman;0.333300
Nick Koudas;Piotr Indyk;0.666500
Nick Koudas;Alberto O. Mendelzon;0.999900
Nick Koudas;H. V. Jagadish;1.161600
Nick Koudas;Flip Korn;0.514000
Nick Koudas;Christos Faloutsos;0.333300
Robert C. Holte;Dale Schuurmans;0.333300
Robert C. Holte;Jonathan Schaeffer;1.282900
Robert C. Holte;Bo Pang;2.000000
Susan Grasso;David Gibson;1.000000
Dan Gusfield;Fumei Lam;1.333200
Dan Gusfield;Antonio Piccolboni;1.000000
Dan Gusfield;John D. Kececioglu;2.000000
Dan Gusfield;Éva Tardos;1.000000
Dan Gusfield;Baruch Schieber;0.333300
Dan Gusfield;Ming-Yang Kao;2.000000
Dan Gusfield;Charles U. Martel;4.999900
Dan Gusfield;Srinath Sridhar;0.666600
Dan Gusfield;Vineet Bafna;0.499800
Dan Gusfield;Tao Jiang;0.666600
Dan Gusfield;Richard M. Karp;0.333200
Yi Li;Jie Tang;0.333200
Yi Li;Aravind Srinivasan;0.999900
Yi Li;Lei Zhao;0.499800
Yi Li;David S. Doermann;0.833100
Michael Dinitz;Atish Das Sarma;0.666600
Michael Dinitz;Robert Krauthgamer;4.666600
Michael Dinitz;Gordon T. Wilfong;2.000000
Michael Dinitz;Matthew Andrews;1.000000
Michael Dinitz;Anupam Gupta;1.433300
Michael Dinitz;Hubert T.-H. Chan;0.333300
Michael Dinitz;Gopal Pandurangan;0.666600
Yannis Dimopoulos;Shiva Chaudhuri;0.333300
Yannis Dimopoulos;Christos H. Papadimitriou;0.333300
Yannis Dimopoulos;Vangelis Magirou;1.333300
T.-H. Hubert Chan;Kunal Talwar;0.666600
T.-H. Hubert Chan;Anupam Gupta;3.766600
T.-H. Hubert Chan;Dawn Song;2.433100
Paul C. Attie;Anish Arora;0.999800
Paul C. Attie;Nancy A. Lynch;2.247600
Gregory Chockler;Roy Friedman;0.833200
Gregory Chockler;Idit Keidar;1.499600
Gregory Chockler;Rachid Guerraoui;0.499900
Gregory Chockler;Seth Gilbert;1.099800
Gregory Chockler;Danny Dolev;0.999800
Gregory Chockler;Nancy A. Lynch;0.633100
Gregory Chockler;Michael K. Reiter;0.333300
Gregory Chockler;Dahlia Malkhi;4.333000
Gregory Chockler;Roman Vitenberg;1.499700
Gregory Chockler;Robbert van Renesse;0.333300
Gregory Chockler;Ittai Abraham;0.499800
Carolyn Haibt Norton;Éva Tardos;0.666600
Carolyn Haibt Norton;Serge A. Plotkin;0.666600
Ron Meir;Philip Derbeko;1.333200
Ron Meir;Shai Ben-David;0.333300
Ron Meir;Igor Zingman;0.333300
Ron Meir;Ran El-Yaniv;2.166400
Sven Koenig;David Kempe;0.333200
Sven Koenig;Xiaoming Zheng;7.880700
Sven Koenig;Sonal Jain;0.333200
Grant Schoenebeck;David C. Parkes;1.000000
Grant Schoenebeck;Madhu Sudan;0.400000
Grant Schoenebeck;Luca Trevisan;1.333200
Grant Schoenebeck;Sanjeev Arora;0.333200
Grant Schoenebeck;Arnab Bhattacharyya;0.400000
Grant Schoenebeck;Kunal Talwar;0.333200
Grant Schoenebeck;Anupam Gupta;0.333200
Grant Schoenebeck;Aaron Roth;2.333200
Grant Schoenebeck;Gregory Valiant;0.333200
Grant Schoenebeck;Paul Valiant;0.333200
Grant Schoenebeck;Madhur Tulsiani;1.333200
Grant Schoenebeck;Constantinos Daskalakis;0.333200
Svante Janson;Alan M. Frieze;1.333300
Svante Janson;Catherine S. Greenhill;0.499900
Svante Janson;Joel Spencer;2.333300
Svante Janson;Béla Bollobás;2.333100
Svante Janson;Tomasz Luczak;0.499900
Svante Janson;Wojciech Szpankowski;3.999900
Svante Janson;Nicholas C. Wormald;1.166600
Svante Janson;Michal Karonski;0.499900
Fred Douglis;M. Frans Kaashoek;1.233200
Fred Douglis;Prabhakar Raghavan;1.000000
Fred Douglis;Hao Wang;0.333300
Barbara M. Anthony;Vineet Goyal;0.333200
Barbara M. Anthony;Anupam Gupta;1.333200
Barbara M. Anthony;Viswanath Nagarajan;0.333200
Barbara M. Anthony;Christine Chung;1.166600
Tomasz Luczak;Lubos Thoma;1.000000
Tomasz Luczak;Alan M. Frieze;1.380900
Tomasz Luczak;Wojciech Szpankowski;3.000000
Tomasz Luczak;Pawel Pralat;2.000000
Tomasz Luczak;Béla Bollobás;0.999900
Tomasz Luczak;Svante Janson;0.499900
Tomasz Luczak;Yoshiharu Kohayakawa;2.999800
Tomasz Luczak;Eric Vigoda;1.000000
Tomasz Luczak;Boris Pittel;1.166600
Tomasz Luczak;Michal Karonski;1.000000
Stefan Schirra;Klara Kedem;0.333200
Stefan Schirra;Chee-Keng Yap;0.300000
Stefan Schirra;Kurt Mehlhorn;2.018600
Stefan Schirra;Mordecai J. Golin;0.333200
Stefan Schirra;Olivier Devillers;0.333200
Philip A. Bernstein;Catriel Beeri;1.999900
Philip A. Bernstein;Barbara T. Blaustein;1.333300
Philip A. Bernstein;Raghu Ramakrishnan;0.433300
Philip A. Bernstein;Christos H. Papadimitriou;1.000000
Philip A. Bernstein;Alan Nash;0.999800
Philip A. Bernstein;Claude Delobel;0.333300
Philip A. Bernstein;Vassos Hadzilacos;0.333300
Philip A. Bernstein;Marco A. Casanova;4.666600
Fang Wu;Bernardo A. Huberman;15.399500
Fang Wu;Daniel M. Romero;1.333200
Boulos Harb;Sudipto Guha;5.000000
Boulos Harb;Andrew McGregor;0.333300
Boulos Harb;Petros Drineas;0.400000
Boulos Harb;Sampath Kannan;0.599900
Boulos Harb;Michael W. Mahoney;0.400000
Boulos Harb;Anirban Dasgupta;0.400000
Boulos Harb;Ravi Kumar;0.300000
Isa Emin Hafalir;Amin Sayedi;0.666600
Isa Emin Hafalir;R. Ravi;0.666600
Daniel G. Goldstein;Siddharth Suri;0.999900
Daniel G. Goldstein;Winter A. Mason;0.333300
Daniel G. Goldstein;Duncan J. Watts;0.333300
Daniel G. Goldstein;R. Preston McAfee;0.333300
Daniel G. Goldstein;Randolph Preston McAfee;0.333300
Daniel G. Goldstein;Sharad Goel;0.333300
Chandra Chekuri;Benjamin Moseley;3.702200
Chandra Chekuri;Clifford Stein;0.433200
Chandra Chekuri;F. Bruce Shepherd;5.499400
Chandra Chekuri;An Zhu;0.333300
Chandra Chekuri;Mohammad Taghi Hajiaghayi;0.566400
Chandra Chekuri;Sudipto Guha;1.028400
Chandra Chekuri;Hector Garcia-Molina;0.333300
Chandra Chekuri;Lisa Zhang;0.499800
Chandra Chekuri;Rajeev Motwani;3.566200
Chandra Chekuri;Danny Segev;0.333200
Chandra Chekuri;Rico Zenklusen;1.333200
Chandra Chekuri;Moses Charikar;1.028300
Chandra Chekuri;Guy Even;0.666500
Chandra Chekuri;Gruia Calinescu;0.666500
Chandra Chekuri;Amit Kumar;2.033100
Chandra Chekuri;Joseph Naor;1.733100
Chandra Chekuri;Luca Trevisan;1.000000
Chandra Chekuri;Jan Vondrák;2.999700
Chandra Chekuri;Amit Chakrabarti;0.333200
Chandra Chekuri;Martin Pál;4.333100
Chandra Chekuri;Sanjeev Khanna;12.832700
Chandra Chekuri;Anupam Gupta;1.199700
Chandra Chekuri;Ashish Goel;0.528400
Chandra Chekuri;Deeparnab Chakrabarty;0.333200
Alexandru Niculescu-Mizil;Robert Kleinberg;0.333300
Alexandru Niculescu-Mizil;Yogeshwer Sharma;0.666600
Alexandru Niculescu-Mizil;Robert D. Kleinberg;0.333300
Eyal Even-Dar;Siddharth Suri;0.333300
Eyal Even-Dar;Sudipto Guha;0.400000
Eyal Even-Dar;Michael Kearns;0.333200
Eyal Even-Dar;Yishay Mansour;11.032500
Eyal Even-Dar;Avrim Blum;0.666600
Eyal Even-Dar;Asaf Shapira;2.000000
Eyal Even-Dar;Michael J. Kearns;2.166500
Eyal Even-Dar;Mark Sandler;1.000000
Eyal Even-Dar;S. Muthukrishnan;0.766600
Eyal Even-Dar;Vahab S. Mirrokni;1.200000
Eyal Even-Dar;Katrina Ligett;0.666600
Eyal Even-Dar;Sham M. Kakade;2.166400
Christos Faloutsos;George Panagopoulos;1.000000
Christos Faloutsos;Kensuke Onuma;0.333300
Christos Faloutsos;Vikrant Kobla;0.833200
Christos Faloutsos;Andrew Tomkins;0.447500
Christos Faloutsos;Srinivasan Seshan;0.333300
Christos Faloutsos;Alex Beutel;0.333200
Christos Faloutsos;Yasushi Sakurai;2.366300
Christos Faloutsos;Robert F. Murphy;1.000000
Christos Faloutsos;Yi Zhou;0.333300
Christos Faloutsos;Hui Zhang;0.333200
Christos Faloutsos;Nicholas Valler;0.566600
Christos Faloutsos;Costas Georgiadis;0.333300
Christos Faloutsos;Euripides G. M. Petrakis;1.333300
Christos Faloutsos;Frederick Eberhardt;0.333300
Christos Faloutsos;Kevin S. McCurley;0.333300
Christos Faloutsos;Duen Horng Chau;2.432700
Christos Faloutsos;Guido Proietti;4.333300
Christos Faloutsos;Nick Roussopoulos;1.666400
Christos Faloutsos;Evan Hoke;0.733300
Christos Faloutsos;Yufei Tao;1.166500
Christos Faloutsos;Pedro Olmo Vaz de Melo;0.333300
Christos Faloutsos;Dimitris Margaritis;0.333300
Christos Faloutsos;Pedro O. S. Vaz de Melo;0.666500
Christos Faloutsos;Zhongfei Zhang;0.333200
Christos Faloutsos;Raphael Chan;1.000000
Christos Faloutsos;Jon M. Kleinberg;0.933200
Christos Faloutsos;Mengzhi Wang;0.566500
Christos Faloutsos;B. Aditya Prakash;3.068700
Christos Faloutsos;Roberto F. Santos Filho;0.433200
Christos Faloutsos;Ahmed Metwally;2.000000
Christos Faloutsos;Zhen Guo;0.499800
Christos Faloutsos;Lei Li;3.016100
Christos Faloutsos;Krishna Kumaraswamy;0.499900
Christos Faloutsos;Evangelos E. Papalexakis;0.799800
Christos Faloutsos;Peter Triantafillou;1.333300
Christos Faloutsos;Tina Eliassi-Rad;1.549500
Christos Faloutsos;Jimeng Sun;3.894600
Christos Faloutsos;Philip S. Yu;1.066400
Christos Faloutsos;Hsing-Kuo Kenneth Pao;0.399900
Christos Faloutsos;Nancy S. Pollard;0.399800
Christos Faloutsos;Yasuko Matsubara;0.366600
Christos Faloutsos;Xindong Wu;1.428500
Christos Faloutsos;Cui Zhu;0.666500
Christos Faloutsos;Qiang Wang;0.499900
Christos Faloutsos;Christian Böhm;0.666500
Christos Faloutsos;Jure Leskovec;4.047200
Christos Faloutsos;Aniket Kittur;0.499800
Christos Faloutsos;Alexandros Labrinidis;0.333200
Christos Faloutsos;Samuel Wang;0.333200
Christos Faloutsos;Huiming Qu;0.499800
Christos Faloutsos;Hyung-Jeong Yang;0.880700
Christos Faloutsos;Jia-Yu Pan;5.780200
Christos Faloutsos;Roni Rosenfeld;0.333200
Christos Faloutsos;Masatoshi Yoshikawa;0.433300
Christos Faloutsos;Yehuda Koren;0.333300
Christos Faloutsos;Volker Gaede;1.000000
Christos Faloutsos;Martial Hebert;0.666600
Christos Faloutsos;John Chien-Han Tseng;0.333300
Christos Faloutsos;James McCann;0.333200
Christos Faloutsos;Yannis Kotidis;0.333200
Christos Faloutsos;H. V. Jagadish;3.899700
Christos Faloutsos;Nicholas D. Sidiropoulos;0.399900
Christos Faloutsos;Dacheng Tao;0.528500
Christos Faloutsos;Sang-Wook Kim;1.099700
Christos Faloutsos;Dimitris Papadias;1.166500
Christos Faloutsos;Nikolaos Sidiropoulos;0.599900
Christos Faloutsos;Hao Wang;0.333300
Christos Faloutsos;Bin Fu;0.333300
Christos Faloutsos;Christopher W. Clifton;0.333300
Christos Faloutsos;Brendan Meeder;0.499900
Christos Faloutsos;Vasileios Megalooikonomou;2.633100
Christos Faloutsos;Min-Hee Jang;0.333200
Christos Faloutsos;Charalampos E. Tsourakakis;1.499800
Christos Faloutsos;Scott Faro;0.300000
Christos Faloutsos;Leo Mark;0.499800
Christos Faloutsos;Garth A. Gibson;0.833200
Christos Faloutsos;Bin Zhang 0014;0.333300
Christos Faloutsos;Elaine P. M. de Sousa;0.433200
Christos Faloutsos;Mary McGlohon;1.633100
Christos Faloutsos;Winston Rego;1.000000
Christos Faloutsos;Michael Barnathan;0.300000
Christos Faloutsos;Caetano Traina Jr.;3.532200
Christos Faloutsos;Deepayan Chakrabarti;2.966200
Christos Faloutsos;Sebastian Thrun;0.499900
Christos Faloutsos;Leejay Wu;1.933000
Christos Faloutsos;M. Ranganathan;0.333300
Christos Faloutsos;Eric P. Xing;0.766400
Christos Faloutsos;Shashank Pandit;0.666500
Christos Faloutsos;Stavros Christodoulakis;7.035700
Christos Faloutsos;Daryl Pregibon;0.333300
Christos Faloutsos;Nick Koudas;0.333300
Christos Faloutsos;Marcos R. Vieira;0.300000
Christos Faloutsos;Chao Liu 0001;0.714200
Christos Faloutsos;Pravin Bhagwat;1.000000
Christos Faloutsos;Fan Guo;1.647400
Christos Faloutsos;Jason I. Hong;0.566400
Christos Faloutsos;José Fernando Rodrigues Jr.;0.333200
Christos Faloutsos;Leman Akoglu;6.549500
Christos Faloutsos;Agma J. M. Traina;3.665600
Christos Faloutsos;Feroze B. Mohamed;0.300000
Christos Faloutsos;Michalis Faloutsos;1.166500
Christos Faloutsos;Pinar Duygulu;0.499800
Christos Faloutsos;Rakesh Agrawal;0.399900
Christos Faloutsos;Dimitris N. Metaxas;2.000000
Christos Faloutsos;Byoung-Kee Yi;1.399900
Christos Faloutsos;Edoardo Airoldi;1.000000
Christos Faloutsos;Anil Kumar;0.666600
Christos Faloutsos;Padhraic Smyth;0.333300
Christos Faloutsos;Antonio Alfredo Ferreira Loureiro;0.666500
Christos Faloutsos;Anastassia Ailamaki;0.614100
Christos Faloutsos;Katia P. Sycara;0.333200
Christos Faloutsos;Brian Gallagher;0.447400
Christos Faloutsos;Tara M. Madhyastha;0.433300
Christos Faloutsos;Alan L. Montgomery;1.000000
Christos Faloutsos;Timos K. Sellis;2.832900
Christos Faloutsos;Gregory R. Ganger;0.780600
Christos Faloutsos;King-Ip Lin;1.833200
Christos Faloutsos;Flip Korn;1.866400
Christos Faloutsos;Yoshiharu Ishikawa;0.333300
Christos Faloutsos;Yihong Gong;0.333300
Christos Faloutsos;Hanghang Tong;5.115700
Christos Faloutsos;Jilles Vreeken;0.699900
Christos Faloutsos;Bernhard Seeger;0.499800
Christos Faloutsos;Petros Faloutsos;0.499900
Christos Faloutsos;Phillip B. Gibbons;0.666500
Christos Faloutsos;Claudia Plant;0.666500
Christos Faloutsos;Yi Rong;1.000000
Christos Faloutsos;Danai Koutra;0.666500
Christos Faloutsos;John D. Strunk;0.366600
Christos Faloutsos;Gunhee Kim;0.666600
Christos Faloutsos;Spiros Papadimitriou;5.899000
Christos Faloutsos;Zhiqiang Bi;0.333300
Christos Faloutsos;Nan Du;0.499900
Christos Faloutsos;Yannis Manolopoulos;2.666600
Christos Faloutsos;Ibrahim Kamel;6.333300
Christos Faloutsos;Shari Roseman;1.000000
Christos Faloutsos;Ravishankar Subramanya;0.333300
Christos Faloutsos;Masashi Yamamuro;0.333300
Christos Faloutsos;Sunju Park;0.433200
Christos Faloutsos;Alberto Belussi;2.000000
Christos Faloutsos;Robson Leonardo Ferreira Cordeiro;0.399800
Christos Faloutsos;David Nagle;0.333200
Christos Faloutsos;Raymond T. Ng;0.999900
Christos Faloutsos;Vassilis J. Tsotras;0.666600
Christos Faloutsos;Yinglian Xie;0.333200
Christos Faloutsos;Jiwoon Ha;0.433300
Christos Faloutsos;Arun N. Swami;0.333300
Christos Faloutsos;Terry R. Payne;0.333200
Christos Faloutsos;Fragkiskos D. Malliaros;0.333300
Christos Faloutsos;Koji Maruhashi;1.868900
Christos Faloutsos;Hiroyuki Kitagawa;1.166300
Christos Faloutsos;Bernd-Uwe Pagel;0.666600
Christos Faloutsos;Tamara G. Kolda;0.333300
Christos Faloutsos;Anthony Brockwell;0.799800
Christos Faloutsos;Brent Bryan;0.333300
Christos Faloutsos;David S. Doermann;0.833200
Christos Faloutsos;Yiping Zhan;0.666600
Christos Faloutsos;Zheng Lin;1.000000
Christos Faloutsos;Erik Riedel;0.666500
Christos Faloutsos;U. Kang;4.632900
Christos Faloutsos;Christopher R. Palmer;2.333300
Christos Faloutsos;Masafumi Hamamoto;0.333200
Chi Wang;Jie Tang;0.380800
Chi Wang;Jimeng Sun;0.333200
Chi Wang;Jiawei Han;0.680600
Jonathan Ullman;Michael Mitzenmacher;0.333200
Jonathan Ullman;Anupam Gupta;0.999800
Jonathan Ullman;Aaron Roth;1.499700
Jonathan Ullman;Moritz Hardt;0.333200
Yuxia Li;Ling Tong;0.533300
Yuxia Li;Bo Pang;0.333300
Aris Anagnostopoulos;Eli Upfal;1.599700
Aris Anagnostopoulos;Mohammad Mahdian;0.766500
Aris Anagnostopoulos;Andrei Z. Broder;1.533200
Aris Anagnostopoulos;Stefano Leonardi;0.633200
Aris Anagnostopoulos;Anirban Dasgupta;0.666600
Aris Anagnostopoulos;Fabrizio Grandoni;0.333200
Aris Anagnostopoulos;Carlos Castillo;0.366600
Aris Anagnostopoulos;Ravi Kumar;1.433100
Aris Anagnostopoulos;Kunal Punera;0.666600
Aris Anagnostopoulos;Philip S. Yu;0.333200
Ivona Bezáková;Eric Vigoda;1.333000
Ivona Bezáková;Alistair Sinclair;0.333200
Ivona Bezáková;Rahul Santhanam;0.333300
Ivona Bezáková;Adam Kalai;0.333300
Ivona Bezáková;Vijay V. Vazirani;0.333200
Ajit Singh;Mohammad Towhidul Islam;0.499800
Ajit Singh;Afzal Mawji;1.333300
Ajit Singh;Jure Leskovec;0.333300
Ajit Singh;Tan Wang;2.000000
Ajit Singh;Vincent Van Dongen;1.100000
Ajit Singh;J. Weng;0.333300
Ajit Singh;Bruno R. Preiss;0.999900
Ajit Singh;Michael Shneier;1.000000
Ajit Singh;Alok Vajpayee;0.333300
Ajit Singh;Geoffrey J. Gordon;1.000000
Ajit Singh;Stephen Siu;1.166600
Ajit Singh;Jonathan Schaeffer;1.333200
Ajit Singh;Liton Chakraborty;1.666600
Ajit Singh;Raymond Li;1.000000
Ajit Singh;Renee Elio;0.666600
Ajit Singh;Kshirasagar Naik;1.666500
Ajit Singh;Chris Wasik;1.000000
Ajit Singh;Dhrubajyoti Goswami;1.533100
Ajit Singh;Nidhi Sharma;1.000000
Ajit Singh;M. Y. Chiu;0.333300
Ajit Singh;Mark Green;0.666600
Ajit Singh;Harshit Tiwari;0.333300
Ajit Singh;Ladan Tahvildari;1.000000
Ajit Singh;Xuemin Shen;0.966400
Ajit Singh;Jon M. Kleinberg;0.333300
Ajit Singh;Duane Szafron;0.666600
Ajit Singh;Ngai-Pan Chow;0.333300
Ajit Singh;Sagar Naik;0.433200
Ajit Singh;Abhirup Chakraborty;6.000000
Ajit Singh;Afsaneh Haddadi;0.666600
Ajit Singh;Hon Fung Li;0.366600
Ajit Singh;Rajesh Palit;1.166500
Ajit Singh;Mohammad Mursalin Akon;1.133000
Winston Rego;Christos Faloutsos;1.000000
Cor A. J. Hurkens;Alexander Schrijver;1.333300
Cor A. J. Hurkens;Éva Tardos;0.333300
Cor A. J. Hurkens;Jan Karel Lenstra;0.814100
Cor A. J. Hurkens;Karen Aardal;1.033200
Raghu Ramakrishnan;Andrew Tomkins;1.369000
Raghu Ramakrishnan;Bee-Chung Chen;2.635300
Raghu Ramakrishnan;Renée J. Miller;1.333200
Raghu Ramakrishnan;Venkatesan T. Chakaravarthy;0.499900
Raghu Ramakrishnan;Catriel Beeri;3.166300
Raghu Ramakrishnan;T. S. Jayram;0.300000
Raghu Ramakrishnan;Abraham Silberschatz;3.066500
Raghu Ramakrishnan;Ravi Kumar;0.369000
Raghu Ramakrishnan;Yehoshua Sagiv;0.833000
Raghu Ramakrishnan;Ricardo A. Baeza-Yates;1.000000
Raghu Ramakrishnan;Ashwin Machanavajjhala;0.333300
Raghu Ramakrishnan;Rakesh Agrawal;0.447500
Raghu Ramakrishnan;Philip A. Bernstein;0.433300
Raghu Ramakrishnan;Paris C. Kanellakis;0.499800
Raghu Ramakrishnan;Shivakumar Vaithyanathan;0.799900
Raghu Ramakrishnan;Johannes Gehrke;3.599500
Raghu Ramakrishnan;Moshe Y. Vardi;0.333200
Raghu Ramakrishnan;Jeffrey D. Ullman;1.833000
Sorin Istrail;Fumei Lam;0.666600
Sorin Istrail;Bjarni V. Halldórsson;1.899500
Sorin Istrail;Russell Schwartz;1.533100
Sorin Istrail;Albert R. Meyer;0.666600
Sorin Istrail;Lenwood S. Heath;2.000000
Sorin Istrail;Christos H. Papadimitriou;0.333300
Sorin Istrail;Vineet Bafna;0.766400
Sorin Istrail;Deborah Goldman;0.433300
Sorin Istrail;Serafim Batzoglou;1.000000
Sorin Istrail;David S. Greenberg;2.000000
Sorin Istrail;Romeo Rizzi;0.333200
Sorin Istrail;Giuseppe Lancia;1.699800
